,circuit,conn_id,post_tnid,theta,phi,angle_from_xy,rotation_on_xy
258,ORN-PN,7708962,5324901,2.5146615498663647,2.4405916661058025,0.9438652230714681,2.4405916661058025
259,ORN-PN,7709453,7709463,1.2160901301665499,0.9194178086943466,0.3547061966283467,0.9194178086943466
260,ORN-PN,7710003,5356724,,,,
261,ORN-PN,7710003,7710009,2.1079125555631637,-1.6097264072900161,0.5371162287682671,1.531866246299777
262,ORN-PN,7710003,7710023,2.075567672984576,-1.6393198181865896,0.5047713461896794,1.5022728354032036
263,ORN-PN,7710038,5324537,0.9717993232516701,1.6464142352159505,0.5989970035432265,1.6464142352159505
264,ORN-PN,7710059,5324545,2.001176477749674,0.3754658873934488,0.43038015095477755,0.3754658873934488
265,ORN-PN,7710329,7710350,2.126413934300327,-3.040152606206822,0.5556176075054307,0.10144004738297108
266,ORN-PN,7710353,7710359,1.1749640606566731,0.6334935910828097,0.3958322661382234,0.6334935910828097
267,ORN-PN,7710471,5324322,2.424960866784997,1.1051288698812949,0.8541645399901006,1.1051288698812949
268,ORN-PN,7710471,5324412,0.35083895118353114,0.45501260289115336,1.2199573756113655,0.45501260289115336
269,ORN-PN,7710677,5361015,,,,
270,ORN-PN,7710677,7710611,1.1208647094160804,0.19046563890921198,0.44993161737881615,0.19046563890921198
271,ORN-PN,7710772,7710778,1.172364263679582,-0.14536089025032645,0.39843206311531465,2.9962317633394666
272,ORN-PN,7710842,5361222,1.4396456770893968,1.1785041177893527,0.13115064970549972,1.1785041177893527
273,ORN-PN,7711054,5994511,2.5705099718603837,1.4407964063934395,0.9997136450654871,1.4407964063934395
274,ORN-PN,7711145,5994723,2.3894760903322685,-2.856455483349894,0.8186797635373719,0.28513717023989926
275,ORN-PN,7711218,7711227,0.5323007302272,0.9280230442776164,1.0384955965676965,0.9280230442776164
276,ORN-PN,7711295,5361575,0.5864691340477356,-2.714216879441844,0.984327192747161,0.4273757741479489
277,ORN-PN,7711295,5994845,,,,
278,ORN-PN,7711307,5983891,1.0512576335291952,1.8661289285553453,0.5195386932657013,1.8661289285553453
279,ORN-PN,7711447,5324924,1.3822357191999621,-2.7284697718263646,0.18856060759493443,0.4131228817634285
280,ORN-PN,8067492,6582032,1.2075653930767396,2.65671464309116,0.36323093371815696,2.65671464309116
281,ORN-PN,8067492,6582070,,,,
